5.54E+01	1.87E+00	1.14E+01	1.24E+02	8.71E+01	4.06E+02	1.40E+03	1.03E+00	4.05E+01	4.16E+00	2.27E+01	1.99E+01	1.00E+00	1.83E+03	2.76E+03	2.62E+01	3.07E+02	5.90E+02	4.41E+03	2.01E+01
1.63E+02	1.06E+02	1.26E+02	1.09E+02	1.52E+02	1.42E+02	1.15E+02	7.39E+01	1.15E+02	1.40E+02	7.34E+01	1.16E+02	6.06E+01	1.49E+02	1.04E+02	1.06E+02	3.52E+02	2.03E+02	2.54E+02	2.45E+02
2.37E+00	2.29E+00	1.41E+00	1.82E+00	1.50E+00	1.42E+00	1.41E+00	1.42E+00	1.41E+00	3.01E+00	2.27E+00	4.84E+00	2.41E+00	1.42E+00	1.67E+00	2.39E+00	3.31E+00	1.72E+00	2.52E+00	1.41E+00
6.54E+00	6.57E+00	6.15E+00	5.21E+00	9.67E+00	5.98E+00	6.97E+00	6.89E+00	6.03E+00	1.05E+01	3.06E+00	7.34E+00	8.88E+00	9.30E+00	1.20E+01	6.49E+00	7.36E+00	4.10E+00	9.77E+00	7.88E+00
1.00E+00	1.01E+00	1.03E+00	1.02E+00	1.01E+00	1.04E+00	1.01E+00	1.02E+00	1.02E+00	1.07E+00	1.02E+00	1.02E+00	1.03E+00	1.01E+00	1.00E+00	1.10E+00	1.02E+00	1.04E+00	1.01E+00	1.02E+00
1.26E+00	1.00E+00	1.00E+00	1.00E+00	1.26E+00	1.26E+00	1.26E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.26E+00	1.00E+00	1.00E+00	1.26E+00	1.29E+00
3.90E+02	4.53E+02	3.68E+02	6.67E+02	6.06E+02	3.77E+02	4.43E+02	6.87E+02	5.61E+02	4.15E+02	5.73E+02	2.90E+02	5.00E+02	5.45E+02	6.14E+02	5.48E+02	2.13E+02	5.97E+02	6.97E+02	6.21E+02
3.28E+00	3.33E+00	3.30E+00	3.99E+00	3.23E+00	3.55E+00	2.93E+00	3.51E+00	3.55E+00	3.47E+00	3.08E+00	3.60E+00	3.32E+00	3.21E+00	3.01E+00	3.56E+00	3.34E+00	3.11E+00	3.57E+00	3.29E+00
1.14E+00	1.14E+00	1.17E+00	1.22E+00	1.18E+00	1.14E+00	1.13E+00	1.12E+00	1.19E+00	1.25E+00	1.17E+00	1.16E+00	1.17E+00	1.22E+00	1.20E+00	1.17E+00	1.14E+00	1.13E+00	1.16E+00	1.15E+00
2.12E+01	2.12E+01	2.11E+01	2.12E+01	2.12E+01	2.13E+01	2.11E+01	2.12E+01	2.11E+01	2.12E+01	2.12E+01	2.12E+01	2.13E+01	2.12E+01	2.12E+01	2.12E+01	2.12E+01	2.13E+01	2.13E+01	2.13E+01
